policy_id,age,gender,marital_status,education,occupation,region,driving_experience_years,previous_accidents,traffic_violations,vehicle_year,vehicle_age,vehicle_make,vehicle_type,fuel_type,annual_mileage,engine_cc,coverage_type,annual_premium,deductible,policy_duration_years,multi_policy,credit_score,annual_income,num_dependents,claim_filed
968,23,Male,Married,High School,Employed,Rural,2,0,1,2021,3,Volkswagen,Sedan,Diesel,21274,1200,Comprehensive,2270.95,2000,7,0,359,68119,0,0
969,30,Male,Widowed,None,Unemployed,Rural,8,2,0,2007,17,Mercedes,Sedan,Petrol,11876,1500,Standard,2495.89,500,2,1,401,169584,3,0
970,53,Female,Single,High School,Student,Urban,33,1,1,2006,18,Nissan,Hatchback,Petrol,24065,2000,Comprehensive,1559.98,2000,6,1,309,179806,0,1
971,32,Female,Married,High School,Employed,Suburban,13,1,1,2019,5,Nissan,Minivan,Petrol,20455,1200,Standard,1916.61,250,12,0,779,44347,4,1
972,62,Male,Widowed,Bachelor,Self-Employed,Urban,39,1,1,2017,7,Mercedes,Pickup,Hybrid,30391,1200,Basic,1609.94,500,1,1,729,161711,3,0
973,18,Male,Divorced,None,Employed,Rural,0,1,0,2016,8,Chevrolet,Coupe,Petrol,5482,1200,Standard,2106.65,1000,4,0,518,118615,4,1
974,43,Male,Widowed,None,Student,Rural,23,2,0,2020,4,Toyota,Pickup,Hybrid,27355,2000,Basic,1479.71,250,4,1,445,38446,1,0
975,71,Female,Divorced,Bachelor,Student,Urban,53,0,0,2011,13,Hyundai,Sedan,Electric,34254,2000,Standard,2591.04,250,10,0,440,90643,2,1
976,19,Male,Divorced,High School,Student,Rural,1,2,0,2012,12,Toyota,SUV,Petrol,17068,3000,Standard,1585.93,1000,13,1,597,120979,2,1
977,57,Female,Married,Master,Unemployed,Urban,39,0,0,2008,16,Mercedes,Pickup,Hybrid,13505,2000,Basic,1624.58,2000,13,1,425,98901,1,0
978,38,Male,Married,None,Employed,Suburban,17,0,0,2012,12,Audi,Hatchback,Hybrid,21603,1200,Standard,1000.91,1500,14,0,772,57146,0,0
979,27,Female,Divorced,PhD,Retired,Suburban,6,1,0,2006,18,Hyundai,Sedan,Hybrid,8334,1000,Basic,465.09,2000,8,0,670,115735,3,0
980,48,Male,Widowed,High School,Self-Employed,Urban,27,0,5,2021,3,Toyota,SUV,Hybrid,14715,2500,Standard,1658.79,1000,12,1,485,115485,0,0
981,39,Female,Widowed,None,Student,Urban,18,0,1,2014,10,Toyota,Pickup,Hybrid,19044,1500,Basic,1502.36,1500,11,0,447,140366,4,0
982,63,Male,Divorced,Bachelor,Unemployed,Suburban,42,0,0,2024,0,Ford,SUV,Hybrid,28659,1800,Standard,1939.93,1500,15,0,569,150531,3,0
983,43,Male,Married,High School,Retired,Suburban,24,0,0,2005,19,Nissan,Coupe,Diesel,20540,1500,Standard,2303.95,1000,10,1,739,82468,2,0
984,61,Female,Widowed,PhD,Employed,Rural,40,0,2,2020,4,Hyundai,Hatchback,Electric,10203,1800,Basic,1884.08,250,4,1,450,62429,1,0
985,65,Male,Widowed,Bachelor,Self-Employed,Urban,42,0,3,2009,15,Chevrolet,Sedan,Petrol,29955,1000,Standard,2541.36,1500,7,0,803,42946,1,1
986,57,Female,Single,Master,Retired,Rural,36,1,0,2016,8,Ford,Sedan,Hybrid,23959,1000,Comprehensive,2612.49,500,3,0,484,123320,4,0
987,68,Male,Single,Master,Self-Employed,Rural,47,0,2,2006,18,Volkswagen,Coupe,Petrol,33454,1000,Standard,2685.55,250,15,0,382,119873,4,1
988,74,Female,Single,High School,Retired,Rural,55,0,0,2019,5,Ford,Hatchback,Electric,17344,1800,Basic,2630.17,1500,3,1,754,128568,4,0
989,18,Male,Single,PhD,Retired,Suburban,0,0,0,2024,0,Nissan,Hatchback,Petrol,27900,1800,Comprehensive,1932.72,500,8,0,805,62233,2,1
990,25,Female,Married,Master,Employed,Suburban,3,2,0,2018,6,Volkswagen,Pickup,Hybrid,26164,1500,Basic,1524.77,500,9,1,664,68846,2,1
991,55,Female,Single,PhD,Employed,Rural,33,0,2,2018,6,Chevrolet,Hatchback,Hybrid,32737,2500,Basic,420.41,250,11,0,475,170981,0,1
992,41,Female,Married,None,Employed,Suburban,21,0,3,2023,1,BMW,SUV,Diesel,16419,3000,Basic,856.98,250,3,0,666,32625,0,0
993,75,Female,Divorced,High School,Employed,Rural,52,0,0,2015,9,Toyota,SUV,Hybrid,24034,1800,Comprehensive,2483.05,1000,12,0,498,79383,0,1
994,43,Male,Widowed,Bachelor,Employed,Rural,25,0,1,2022,2,BMW,Sedan,Diesel,32251,3500,Standard,2332.18,250,3,0,754,102383,2,0
995,73,Male,Single,High School,Self-Employed,Urban,52,0,0,2019,5,Mercedes,Coupe,Electric,14104,1200,Basic,1336.61,2000,13,1,395,163467,0,0
996,57,Male,Married,Bachelor,Student,Suburban,39,1,0,2016,8,BMW,Minivan,Hybrid,9197,3000,Standard,1578.32,500,11,1,557,115426,0,0
997,62,Male,Widowed,High School,Student,Urban,44,0,1,2022,2,Mercedes,Hatchback,Diesel,13863,1000,Basic,2203.91,250,6,0,639,107963,0,1
998,67,Male,Single,None,Employed,Suburban,48,1,0,2019,5,Chevrolet,Coupe,Hybrid,25896,1200,Standard,1934.75,500,6,1,434,55193,4,0
999,33,Female,Divorced,None,Employed,Rural,14,1,3,2014,10,Nissan,Pickup,Hybrid,6358,1800,Comprehensive,1331.95,2000,4,0,540,59605,2,0
1000,45,Female,Single,Master,Unemployed,Urban,26,0,1,2014,10,Volkswagen,Hatchback,Petrol,33947,1800,Comprehensive,1659.33,1000,12,0,475,99053,2,0
1001,48,Male,Widowed,Bachelor,Employed,Rural,26,0,0,2023,1,Ford,Hatchback,Electric,12101,2500,Comprehensive,2662.22,1000,2,1,472,160607,0,1
1002,66,Male,Married,Master,Student,Urban,46,0,1,2011,13,Audi,Hatchback,Diesel,26172,1000,Basic,2440.88,500,15,1,389,90359,2,1
1003,18,Female,Widowed,Bachelor,Student,Urban,0,0,0,2015,9,Toyota,Coupe,Electric,19100,1200,Basic,1588.48,1000,11,0,319,75712,2,1
1004,54,Male,Married,Master,Self-Employed,Rural,32,0,0,2019,5,Honda,Sedan,Diesel,17527,2500,Comprehensive,426.3,250,15,0,772,142363,2,0
1005,35,Female,Single,PhD,Employed,Suburban,14,2,0,2011,13,Nissan,Minivan,Electric,5338,1000,Standard,916.33,500,4,1,733,38627,1,0
1006,27,Male,Single,Bachelor,Self-Employed,Suburban,9,0,3,2024,0,Mercedes,Hatchback,Petrol,19263,1500,Basic,2231.62,1500,6,1,594,45488,3,1
1007,48,Female,Divorced,PhD,Student,Urban,27,2,0,2013,11,Audi,Hatchback,Diesel,25436,3500,Standard,2676,250,8,1,648,41237,2,1
1008,71,Female,Married,Bachelor,Retired,Rural,52,0,0,2022,2,BMW,Pickup,Electric,13736,2000,Basic,2375.17,500,4,1,653,127302,3,0
1009,50,Female,Divorced,PhD,Unemployed,Urban,31,0,0,2022,2,Hyundai,Minivan,Diesel,17402,2500,Basic,1428.66,2000,1,1,778,60339,0,0
1010,63,Female,Single,High School,Employed,Rural,43,0,2,2015,9,Chevrolet,Minivan,Electric,10714,1200,Comprehensive,1052.02,1000,13,0,333,167450,3,0
1011,22,Female,Widowed,High School,Retired,Suburban,0,1,1,2014,10,BMW,Pickup,Electric,14037,1500,Basic,1369.68,1500,2,1,659,123956,0,1
1012,61,Female,Married,PhD,Unemployed,Urban,41,1,2,2007,17,Nissan,Hatchback,Petrol,6959,1200,Standard,2796.16,500,10,0,311,150534,1,1
1013,71,Female,Single,Master,Self-Employed,Suburban,50,1,0,2015,9,Toyota,SUV,Diesel,19555,1500,Standard,1898.78,500,4,0,705,141627,2,0
1014,19,Female,Widowed,High School,Unemployed,Urban,0,1,0,2020,4,Audi,Minivan,Electric,30431,1200,Basic,2381.96,1500,9,1,636,72155,2,1
1015,70,Male,Widowed,PhD,Self-Employed,Rural,49,0,1,2010,14,Nissan,Minivan,Hybrid,18100,1000,Standard,2456.81,1000,14,0,609,164684,0,0
1016,62,Female,Single,Master,Unemployed,Suburban,39,1,1,2017,7,Chevrolet,Sedan,Hybrid,17804,1500,Basic,2358.85,1500,13,0,315,139404,0,0
1017,55,Male,Single,None,Unemployed,Urban,34,0,0,2015,9,BMW,SUV,Hybrid,7963,1800,Basic,1741.51,1000,10,1,475,121227,2,1
1018,62,Male,Single,Bachelor,Retired,Suburban,39,4,1,2005,19,Honda,Hatchback,Electric,30398,1800,Standard,1514.03,1500,10,0,365,176724,1,1
1019,41,Female,Married,Master,Self-Employed,Rural,19,1,0,2012,12,Toyota,Minivan,Diesel,30651,2500,Comprehensive,2519.47,250,8,0,724,138594,2,0
1020,42,Female,Divorced,Bachelor,Employed,Suburban,19,0,2,2006,18,Honda,Pickup,Electric,33917,2000,Comprehensive,2077.06,2000,2,1,301,67353,4,0
1021,25,Female,Single,None,Self-Employed,Suburban,2,0,0,2006,18,BMW,Sedan,Petrol,21960,2000,Basic,1526.51,1500,3,0,724,159249,0,0
1022,36,Female,Divorced,High School,Employed,Suburban,17,0,1,2015,9,Audi,SUV,Hybrid,25687,1500,Basic,1431.16,250,7,0,694,43882,0,0
1023,43,Male,Single,None,Employed,Rural,24,2,0,2008,16,Chevrolet,Sedan,Diesel,18804,1200,Standard,1057.65,500,6,1,488,183276,0,0
1024,61,Female,Single,High School,Self-Employed,Urban,38,1,2,2009,15,Mercedes,SUV,Electric,12043,1500,Basic,1881.03,500,4,1,672,80180,0,0
1025,35,Female,Widowed,High School,Self-Employed,Rural,14,1,0,2009,15,Mercedes,SUV,Hybrid,15428,1200,Comprehensive,1132.51,1000,6,0,735,82067,2,1
1026,46,Female,Divorced,High School,Self-Employed,Suburban,23,0,2,2021,3,Nissan,SUV,Petrol,16543,2500,Comprehensive,1519.78,1500,4,1,583,119874,1,0
1027,26,Male,Widowed,High School,Student,Suburban,5,1,1,2021,3,Volkswagen,Hatchback,Petrol,9238,1500,Standard,1830.76,1500,15,0,438,28237,4,1
1028,29,Male,Widowed,None,Unemployed,Urban,11,0,0,2019,5,Audi,Coupe,Hybrid,10797,1200,Standard,1317.78,2000,15,0,553,71449,1,0
1029,48,Female,Widowed,PhD,Student,Rural,29,0,2,2005,19,Mercedes,Sedan,Diesel,13349,1800,Basic,1712.79,1000,15,0,397,100818,0,0
1030,30,Male,Married,Bachelor,Student,Urban,12,0,0,2014,10,Toyota,Minivan,Hybrid,18071,1200,Comprehensive,2255.82,250,13,1,532,23848,3,0
1031,54,Male,Married,Master,Employed,Urban,35,0,1,2015,9,Ford,Minivan,Hybrid,9338,1000,Comprehensive,1758.39,1000,14,1,604,56882,2,0
1032,62,Male,Divorced,High School,Retired,Rural,39,1,0,2010,14,BMW,Hatchback,Diesel,6015,1800,Standard,2981.98,1500,10,0,567,161459,3,0
1033,54,Male,Divorced,PhD,Unemployed,Urban,36,0,1,2012,12,Toyota,Pickup,Hybrid,18403,1200,Comprehensive,1462.66,1000,8,0,597,16763,1,0
1034,37,Female,Divorced,High School,Self-Employed,Suburban,18,3,1,2020,4,Audi,Hatchback,Hybrid,8176,1000,Standard,1623.52,500,11,0,375,145109,4,1
1035,23,Male,Single,Bachelor,Retired,Rural,0,2,1,2007,17,Audi,SUV,Hybrid,11336,1500,Basic,812.67,500,13,1,617,87105,3,1
1036,67,Female,Widowed,PhD,Employed,Suburban,44,3,0,2009,15,BMW,Hatchback,Petrol,33994,1000,Standard,1416.55,250,13,0,782,180117,0,0
1037,53,Female,Single,PhD,Self-Employed,Rural,34,2,1,2007,17,Mercedes,Hatchback,Hybrid,11310,3500,Basic,1933.55,250,9,1,821,15381,1,0
1038,23,Male,Divorced,PhD,Retired,Suburban,0,2,0,2016,8,BMW,Coupe,Petrol,18053,1000,Standard,2517.4,250,1,1,311,169096,0,0
1039,18,Female,Divorced,Master,Employed,Rural,0,4,5,2012,12,Audi,Minivan,Diesel,10839,1200,Comprehensive,365.16,500,10,1,703,57026,2,1
1040,50,Female,Widowed,Master,Employed,Rural,29,0,0,2017,7,Hyundai,SUV,Electric,7966,3500,Standard,1062.71,1500,12,0,508,77057,1,0
1041,30,Male,Married,None,Student,Suburban,10,2,1,2021,3,Toyota,Pickup,Hybrid,6394,1800,Comprehensive,1807.65,250,10,0,342,193126,2,0
1042,57,Male,Divorced,Bachelor,Employed,Urban,38,1,3,2017,7,Volkswagen,Sedan,Petrol,15986,1800,Comprehensive,1213.96,250,6,0,708,78168,0,1
1043,43,Male,Divorced,PhD,Self-Employed,Urban,25,0,1,2020,4,Toyota,Pickup,Hybrid,13933,1500,Standard,1099.92,250,14,0,501,35952,1,1
1044,22,Female,Married,None,Retired,Suburban,1,2,5,2009,15,Volkswagen,SUV,Diesel,15705,2000,Comprehensive,1315,250,6,0,313,51141,2,1
1045,19,Male,Divorced,PhD,Unemployed,Suburban,1,0,0,2017,7,Toyota,Hatchback,Petrol,17889,1500,Standard,1368.69,1500,14,0,679,26538,0,0
1046,59,Male,Widowed,Master,Employed,Rural,37,1,0,2011,13,Audi,Sedan,Petrol,10403,1000,Comprehensive,940.6,250,3,1,438,21109,2,1
1047,67,Female,Divorced,None,Student,Rural,45,0,2,2023,1,Ford,Pickup,Petrol,6623,2000,Comprehensive,1462.03,500,14,1,657,144236,4,0
1048,34,Female,Married,High School,Retired,Suburban,11,1,1,2014,10,Hyundai,SUV,Petrol,9074,1800,Comprehensive,1814.86,2000,10,1,656,179954,1,1
1049,72,Female,Divorced,PhD,Student,Urban,53,1,1,2009,15,Honda,Pickup,Hybrid,6714,1500,Standard,1325.69,500,13,1,405,125100,3,1
1050,46,Male,Divorced,PhD,Self-Employed,Suburban,25,0,0,2007,17,Hyundai,Coupe,Electric,5890,1000,Basic,2138.42,250,8,0,392,125928,1,1
1051,40,Female,Single,Master,Self-Employed,Urban,20,0,0,2023,1,Hyundai,Hatchback,Hybrid,23584,1500,Comprehensive,1313.52,1000,12,1,518,40447,2,0
1052,47,Male,Divorced,PhD,Employed,Rural,24,0,1,2021,3,Audi,Coupe,Hybrid,19245,3500,Standard,2588.55,1500,10,0,739,101533,1,1
1053,74,Female,Widowed,Master,Unemployed,Suburban,53,0,0,2019,5,Toyota,SUV,Diesel,29447,2000,Standard,2463.48,250,9,1,550,16567,3,1
1054,19,Female,Widowed,PhD,Self-Employed,Urban,0,2,0,2024,0,Chevrolet,SUV,Diesel,11892,1800,Standard,1080.56,250,3,0,629,77933,2,0
1055,69,Female,Widowed,None,Unemployed,Rural,50,0,0,2012,12,Audi,Minivan,Diesel,12334,2000,Standard,2059.61,250,3,0,486,20686,2,1
1056,22,Female,Married,Bachelor,Self-Employed,Rural,2,0,0,2014,10,Chevrolet,Minivan,Petrol,24813,1800,Basic,2701.54,250,13,1,639,99169,3,1
1057,39,Male,Widowed,High School,Student,Suburban,18,1,1,2007,17,BMW,Coupe,Diesel,9073,1000,Comprehensive,2547.31,1000,4,0,458,63314,2,0
1058,58,Male,Married,PhD,Student,Suburban,37,0,3,2018,6,Nissan,Minivan,Petrol,18055,1500,Standard,2271.31,250,15,1,303,69351,2,1
1059,20,Female,Divorced,Bachelor,Unemployed,Rural,0,0,0,2006,18,Chevrolet,Minivan,Electric,28852,1000,Standard,1029.67,1500,8,1,818,58779,1,1
1060,18,Female,Married,High School,Employed,Urban,0,0,2,2016,8,Volkswagen,Hatchback,Hybrid,28885,1000,Comprehensive,1509.1,1000,10,1,513,42390,2,1
1061,67,Female,Divorced,None,Employed,Suburban,45,2,1,2006,18,Audi,Minivan,Electric,31668,1500,Standard,1912.48,500,3,1,746,92751,0,1
1062,55,Female,Widowed,High School,Self-Employed,Urban,36,1,1,2022,2,Honda,Minivan,Petrol,15798,1800,Comprehensive,2818.52,500,5,0,304,198449,0,0
1063,45,Male,Married,Bachelor,Unemployed,Rural,22,2,3,2014,10,Ford,Minivan,Diesel,16174,1500,Standard,2315.61,1500,2,0,431,68747,1,0
1064,59,Female,Single,Master,Unemployed,Suburban,41,0,0,2007,17,BMW,Minivan,Electric,23859,2000,Standard,1126.06,2000,10,1,700,21422,2,0
1065,45,Female,Divorced,None,Student,Urban,22,0,5,2024,0,Chevrolet,SUV,Diesel,17942,2500,Basic,2566.41,250,10,0,727,36934,1,1
1066,38,Female,Divorced,PhD,Unemployed,Suburban,18,0,1,2021,3,Volkswagen,Hatchback,Electric,29628,2000,Standard,1250.58,500,5,1,741,86984,0,1
1067,39,Female,Married,Master,Employed,Suburban,21,0,0,2015,9,Honda,SUV,Diesel,34221,1500,Standard,1002.03,2000,10,1,603,16294,0,0
1068,30,Male,Widowed,None,Student,Urban,8,1,2,2020,4,Toyota,Minivan,Petrol,19831,1000,Basic,1402.16,250,15,1,574,55339,3,0
1069,44,Male,Married,High School,Retired,Rural,26,0,1,2012,12,Toyota,Coupe,Electric,29468,1000,Standard,2103.53,250,10,1,367,174226,1,0
1070,72,Female,Married,Master,Retired,Urban,50,0,0,2017,7,Audi,Hatchback,Petrol,14791,1500,Basic,1552.9,1000,13,1,803,93421,4,0
1071,18,Female,Widowed,Bachelor,Unemployed,Suburban,0,0,0,2022,2,Toyota,SUV,Hybrid,5035,1200,Comprehensive,977.63,500,11,0,538,38599,1,0
1072,66,Male,Divorced,None,Retired,Rural,48,0,2,2009,15,Toyota,SUV,Petrol,23465,2000,Comprehensive,1541.56,1000,9,1,771,110046,2,0
1073,25,Female,Single,None,Student,Rural,5,4,1,2010,14,BMW,Sedan,Diesel,32495,1800,Comprehensive,1704,1500,12,1,408,164566,1,1
1074,28,Female,Single,Master,Unemployed,Suburban,5,1,0,2019,5,Volkswagen,Pickup,Electric,21919,1500,Standard,819.67,250,7,1,486,169758,0,0
1075,61,Male,Divorced,High School,Unemployed,Urban,40,0,0,2009,15,Volkswagen,Hatchback,Electric,23452,1500,Comprehensive,1781.65,250,15,1,456,76752,0,0
1076,32,Female,Single,PhD,Unemployed,Rural,10,0,0,2010,14,BMW,Pickup,Petrol,6176,2000,Standard,1154.17,1000,14,1,356,190924,3,0
1077,47,Female,Divorced,Master,Employed,Rural,26,0,0,2011,13,Audi,Coupe,Petrol,31822,2500,Comprehensive,1760.12,250,14,1,515,136312,2,0
1078,22,Female,Widowed,None,Employed,Rural,0,0,1,2024,0,Volkswagen,SUV,Hybrid,32091,1800,Comprehensive,1011.65,2000,8,1,510,152658,0,1
1079,48,Female,Single,Bachelor,Self-Employed,Rural,27,1,0,2024,0,Toyota,Minivan,Electric,29190,1200,Comprehensive,569.37,2000,11,1,400,148888,2,0
1080,19,Female,Single,PhD,Student,Rural,0,0,0,2019,5,Audi,SUV,Diesel,20762,2000,Comprehensive,1798.06,1500,9,0,529,87063,3,0
1081,72,Female,Divorced,None,Student,Urban,53,1,0,2020,4,Hyundai,Pickup,Hybrid,33254,1800,Comprehensive,2635.58,500,6,1,756,18478,3,0
1082,65,Male,Married,Bachelor,Employed,Suburban,45,0,0,2015,9,Chevrolet,Minivan,Petrol,16713,1200,Basic,1716.95,2000,10,0,828,86787,2,0
1083,20,Female,Divorced,None,Unemployed,Urban,2,4,0,2014,10,Chevrolet,Sedan,Petrol,29659,1200,Basic,2940,1000,14,0,503,120013,2,1
1084,66,Female,Single,High School,Unemployed,Rural,45,2,0,2019,5,Nissan,Sedan,Diesel,12606,2000,Standard,2471.6,1000,6,1,824,91525,0,0
1085,54,Female,Single,Bachelor,Student,Rural,33,3,2,2007,17,Volkswagen,SUV,Diesel,25091,1500,Basic,2347.63,2000,11,0,421,108078,2,1
1086,28,Male,Widowed,Bachelor,Employed,Rural,7,3,1,2011,13,Toyota,SUV,Petrol,15860,1800,Comprehensive,2087.1,500,14,0,532,60888,1,1
1087,41,Male,Divorced,Master,Unemployed,Urban,19,0,0,2019,5,BMW,Hatchback,Electric,31041,1500,Standard,2214.35,1500,3,0,653,180724,2,0
1088,59,Male,Widowed,Master,Unemployed,Urban,38,0,0,2005,19,Ford,SUV,Petrol,21830,2000,Standard,1824.27,250,11,1,401,74749,3,1
1089,48,Female,Single,None,Retired,Rural,29,1,2,2014,10,Toyota,Minivan,Diesel,24381,2500,Basic,1747.24,1000,11,0,506,22516,3,0
1090,72,Female,Single,None,Unemployed,Suburban,49,2,0,2011,13,Volkswagen,Pickup,Hybrid,20062,1200,Comprehensive,1319.4,1500,7,1,379,15392,0,1
1091,33,Female,Married,High School,Self-Employed,Urban,14,1,5,2013,11,Audi,Coupe,Petrol,7371,2500,Basic,2258.03,1500,9,0,731,142984,1,0
1092,24,Female,Widowed,None,Employed,Suburban,5,1,0,2017,7,Honda,Hatchback,Electric,5881,1800,Basic,962.35,1000,2,1,611,118665,3,0
1093,37,Male,Widowed,High School,Employed,Rural,16,0,1,2017,7,BMW,Sedan,Electric,29086,3000,Standard,2712.8,1000,6,0,487,142393,2,0
1094,74,Female,Single,Master,Unemployed,Urban,56,0,2,2022,2,Hyundai,Sedan,Diesel,29345,2500,Standard,471.57,500,14,1,595,194135,0,0
1095,48,Male,Married,None,Unemployed,Urban,26,0,0,2012,12,BMW,Sedan,Electric,16835,1500,Comprehensive,2295.13,250,6,1,599,167111,3,1
1096,34,Female,Widowed,None,Retired,Urban,16,0,1,2014,10,Toyota,Coupe,Electric,14352,1500,Standard,2056.71,1500,2,0,353,198072,2,0
1097,21,Male,Single,None,Student,Urban,3,0,1,2015,9,Honda,Sedan,Electric,12498,1800,Comprehensive,1413.89,250,13,0,797,158786,0,0
1098,20,Female,Divorced,PhD,Retired,Urban,0,1,2,2018,6,Nissan,Minivan,Petrol,9678,2500,Comprehensive,2072.67,500,15,0,681,84016,0,0
1099,18,Female,Single,High School,Self-Employed,Urban,0,0,1,2015,9,Hyundai,Minivan,Petrol,27127,1500,Basic,754.14,250,2,1,457,22158,1,1
1100,22,Female,Divorced,None,Unemployed,Urban,4,0,2,2018,6,BMW,SUV,Diesel,9218,1200,Basic,1050.26,250,6,0,433,63284,2,1
1101,59,Male,Single,None,Employed,Urban,41,1,0,2014,10,BMW,SUV,Petrol,11305,1500,Basic,1281.77,2000,7,0,519,56503,0,0
1102,39,Female,Divorced,Master,Self-Employed,Urban,19,0,0,2014,10,Audi,Pickup,Hybrid,30986,1000,Standard,1875.85,1500,7,0,574,60578,2,0
1103,55,Female,Married,PhD,Student,Rural,32,0,2,2012,12,Mercedes,Minivan,Electric,10811,2000,Basic,1261.77,250,6,0,692,120980,1,0
1104,72,Male,Divorced,PhD,Student,Urban,52,1,2,2021,3,Toyota,Coupe,Hybrid,18647,1500,Standard,1576.38,1000,4,0,714,167464,2,1
1105,67,Female,Widowed,PhD,Retired,Rural,48,0,1,2018,6,Ford,Minivan,Electric,29508,1500,Standard,846.88,1500,8,0,604,42068,1,1
1106,73,Female,Married,None,Self-Employed,Suburban,53,0,1,2018,6,Nissan,Hatchback,Hybrid,13072,2000,Basic,1414.99,250,7,0,603,163244,1,0
1107,57,Male,Widowed,High School,Retired,Urban,34,3,0,2017,7,Nissan,Minivan,Diesel,27761,1800,Basic,961.08,1500,13,0,785,49288,1,1
1108,71,Male,Single,Master,Unemployed,Rural,50,2,3,2005,19,Nissan,SUV,Hybrid,28983,1500,Basic,618.13,250,5,1,501,170229,2,0
1109,46,Female,Married,Master,Retired,Urban,23,1,2,2010,14,Volkswagen,Minivan,Electric,16287,2000,Basic,2776.33,500,10,0,771,51357,2,0
1110,69,Female,Single,Bachelor,Student,Rural,49,0,1,2008,16,Ford,Minivan,Hybrid,28020,3000,Comprehensive,1088.76,1500,2,1,762,191222,0,0
1111,53,Male,Married,Master,Self-Employed,Rural,35,0,3,2008,16,Ford,Hatchback,Petrol,8722,1500,Comprehensive,966.63,2000,5,0,383,66036,0,1
1112,48,Female,Widowed,Bachelor,Retired,Rural,30,0,2,2022,2,Mercedes,Sedan,Petrol,7331,2500,Standard,1921.34,250,2,1,393,42192,1,0
1113,55,Male,Single,High School,Retired,Rural,36,2,0,2021,3,Nissan,Pickup,Hybrid,8901,1500,Comprehensive,2997.98,250,15,0,552,91540,0,0
1114,67,Male,Divorced,None,Retired,Suburban,45,0,0,2006,18,BMW,Hatchback,Diesel,7447,1800,Comprehensive,1590.75,250,8,0,510,157487,1,1
1115,24,Male,Widowed,High School,Self-Employed,Urban,1,0,1,2005,19,Ford,Hatchback,Hybrid,26922,2500,Basic,2920.75,2000,9,0,596,39121,0,0
1116,47,Female,Divorced,Bachelor,Student,Rural,29,1,1,2018,6,Chevrolet,Coupe,Electric,21084,1500,Standard,806.31,250,4,0,338,182025,1,0
1117,25,Female,Single,None,Retired,Urban,6,1,0,2014,10,Toyota,Sedan,Diesel,7700,3000,Basic,1195.04,1500,10,1,489,116852,0,0
1118,70,Female,Divorced,Bachelor,Retired,Urban,47,0,0,2007,17,Toyota,SUV,Electric,14273,1800,Basic,2822.44,1500,10,1,833,152812,3,0
1119,42,Female,Married,High School,Employed,Suburban,24,1,1,2015,9,Volkswagen,Pickup,Electric,26738,3000,Basic,1287.17,2000,5,0,488,132507,2,1
1120,43,Male,Divorced,PhD,Retired,Urban,23,0,0,2005,19,Toyota,Sedan,Electric,33148,3500,Standard,600.33,500,1,1,821,184943,4,0
1121,29,Female,Single,None,Student,Urban,11,0,1,2018,6,Volkswagen,Coupe,Petrol,27030,1500,Basic,1611.83,2000,3,0,783,121861,0,0
1122,25,Male,Divorced,Bachelor,Self-Employed,Urban,6,1,0,2022,2,Ford,Hatchback,Petrol,22565,1500,Standard,2639.09,2000,4,1,604,23375,0,1
1123,53,Female,Widowed,None,Employed,Urban,33,2,0,2008,16,BMW,Hatchback,Petrol,32067,2500,Standard,824.45,1500,15,0,468,183592,2,1
1124,68,Female,Divorced,High School,Retired,Suburban,46,4,1,2019,5,Nissan,SUV,Petrol,9182,3000,Basic,2599.02,250,15,1,404,178069,0,0
1125,39,Male,Divorced,High School,Unemployed,Suburban,20,1,1,2008,16,Mercedes,Hatchback,Hybrid,23208,1500,Standard,1077.16,500,9,0,479,37282,2,0
1126,57,Male,Single,PhD,Self-Employed,Suburban,36,4,1,2005,19,BMW,Pickup,Petrol,26877,1200,Basic,2524.55,2000,12,1,556,77796,3,1
1127,38,Female,Divorced,Master,Student,Suburban,16,1,1,2005,19,Nissan,Hatchback,Diesel,23871,2500,Basic,2552.11,2000,7,0,605,109184,3,0
1128,69,Female,Single,PhD,Employed,Rural,51,0,0,2012,12,BMW,Pickup,Electric,17165,1800,Basic,524.08,1000,3,1,724,39440,4,0
1129,53,Male,Divorced,None,Unemployed,Urban,34,0,1,2021,3,Mercedes,SUV,Hybrid,28687,1500,Comprehensive,733.97,2000,14,1,602,85609,1,0
1130,49,Male,Divorced,High School,Unemployed,Suburban,26,0,1,2013,11,Ford,SUV,Electric,21786,1000,Basic,1039.55,1500,12,0,615,43995,2,0
1131,73,Female,Single,Master,Unemployed,Suburban,53,0,2,2023,1,Toyota,Pickup,Diesel,32331,1800,Standard,340.36,1000,3,1,763,31104,0,0
1132,32,Male,Divorced,None,Retired,Suburban,13,3,2,2015,9,Nissan,SUV,Hybrid,12417,1000,Basic,2761.45,500,10,1,701,63187,3,0
1133,56,Male,Widowed,Bachelor,Employed,Suburban,36,3,1,2009,15,Toyota,Hatchback,Petrol,18345,1800,Basic,2743.97,1000,11,0,480,121461,1,1
1134,71,Male,Widowed,Bachelor,Self-Employed,Suburban,53,4,0,2012,12,Audi,SUV,Petrol,14898,1800,Standard,320.49,500,1,1,397,191009,2,1
1135,33,Male,Divorced,None,Self-Employed,Suburban,11,0,1,2005,19,Toyota,Minivan,Petrol,11022,2000,Comprehensive,1222.3,250,7,0,488,104263,1,0
1136,35,Female,Single,None,Retired,Suburban,13,0,1,2023,1,Audi,SUV,Diesel,5015,1500,Standard,2262.78,500,3,0,384,115943,2,0
